"dist","regime","label","n","p","alpha","is_covered","c_plus_estimate","c_minus_estimate","is_unbounded","width_abs_median","width_abs_max","width_rel_median","width_rel_max"
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.024616130220794,-0.020680264631907,FALSE,1.08457046974419,1.34329352833988,0.51046333343327,0.608283358371881
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0198062954772909,-0.0172249387939404,FALSE,0.623055529316065,0.820970144369094,0.301313260621815,0.39775397667442
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0176539655333033,-0.0155840623594169,FALSE,0.543883560353136,0.770684606149184,0.252435649834179,0.373391004484301
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0246332921909623,-0.0201761694673804,FALSE,0.786623613550588,1.04043431519404,0.370275652795491,0.478098771819073
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0197276369398053,-0.0176216066040886,FALSE,0.719475367359734,0.930739644922279,0.364285526298614,0.467298051141773
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0176517250867069,-0.0156267359449334,FALSE,0.642244462501779,0.834146241646493,0.315502068609549,0.418093544810857
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0238804957637516,-0.020665015752197,FALSE,0.861768254506824,0.996766464192628,0.443682550201669,0.507291628624649
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0197686832609564,-0.0166905605116936,FALSE,0.819355006824525,0.940808892517855,0.365425323171821,0.427740098759798
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0177464025867258,-0.0153045852317881,FALSE,0.764322230709432,0.878876416787405,0.338582660986304,0.399582410736161
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0236767275985743,-0.0197417820289605,FALSE,0.915771513997718,1.08887212107483,0.424406533636031,0.479688535771726
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0195513533620325,-0.0167405276396354,FALSE,0.691944308488491,1.07197414910692,0.386609840602557,0.579816902648576
"bivt","central","0.05",1000,0.05,"0.1",FALSE,0.016633824642524,-0.0147248020420375,FALSE,0.600670524463644,0.932752451941241,0.335511673911349,0.502617293900718
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0236667301976022,-0.0207303316067006,FALSE,0.846587647547661,1.26251609367341,0.463334312836622,0.680311717420399
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0197442774642753,-0.0173227186656977,FALSE,0.638494742793368,0.806455475214159,0.319783846277073,0.403429405147266
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0176535046050992,-0.0156580433560009,FALSE,0.558231737710054,0.751204382519161,0.281588459516747,0.376441723990368
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0237542853012259,-0.020721212570183,FALSE,0.778607234782292,0.948846669669507,0.396537943324264,0.480108572081767
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0194851227003085,-0.0167827982341143,FALSE,0.836475419922938,1.02218949799039,0.362555402972682,0.446003772321393
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0174409854034649,-0.0147696344907273,FALSE,0.723167187621666,0.954778618506431,0.316339394517102,0.406890595646593
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0235132457553989,-0.0197585443027178,FALSE,0.957865123048808,1.19410513878805,0.426551227978598,0.503884162143621
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0186859793933019,-0.0166688057002942,FALSE,0.833741996923319,0.949360957668361,0.368038896425993,0.460603949949972
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0166231376885164,-0.0146487333184939,FALSE,0.727286504828681,0.829696047268895,0.331310030134956,0.366997465387623
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0235834577052233,-0.0197407263464996,FALSE,1.04381661354595,1.24941218859646,0.466620205871677,0.550854979862328
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0196189884530991,-0.0167495913454645,FALSE,0.709380139559138,0.879897765559804,0.364520522942614,0.439749604006157
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0176010467588064,-0.0147507244675709,FALSE,0.615030878526868,0.733745382668156,0.315580224508397,0.367505388296772
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0235539342963968,-0.0206959966906366,FALSE,0.917376604937076,1.09109070684121,0.475856952855283,0.543921970966087
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0185966293132271,-0.0167358735717086,FALSE,0.802793818228416,1.03388911534292,0.351777721694788,0.446881854907323
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0166403564302371,-0.0147365620496865,FALSE,0.699549374021983,0.905662105393396,0.312001233049116,0.393083916081936
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0226226405224816,-0.0207186312655019,FALSE,0.973438147963712,1.23100570581073,0.437308915854229,0.532231532722814
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.0187968940533903,-0.0167001726220226,FALSE,0.710225773001865,0.879875218832987,0.319688926433959,0.381805263085852
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.016804894637122,-0.0146904512196474,FALSE,0.634600088007091,0.794805789739805,0.284274135712596,0.337636284591636
"bivt","central","0.05",1000,0.05,"0.01",TRUE,0.0231393815944115,-0.0206577097406688,FALSE,0.952305120040933,1.17754233393126,0.424887700903644,0.509735648640594
"bivt","central","0.05",1000,0.05,"0.05",TRUE,0.019255081034132,-0.0167181154027444,FALSE,0.81989139192075,1.02895389434883,0.392556356971101,0.509060018747691
"bivt","central","0.05",1000,0.05,"0.1",TRUE,0.0166171393799519,-0.01471555110163,FALSE,0.688087295337355,0.932394945234798,0.31947308919543,0.457349066806976
