"dist","p","n","alpha","is_covered","c_plus_estimate","c_minus_estimate","xi_hat"
"bivt",0.005,1000,"0.05",TRUE,0.00690802023608526,-0.00390755461225003,0.275654458708606
"bivt",0.005,1000,"0.1",TRUE,0.00638172016983596,-0.00382283288316679,0.275654458708606
"bivt",0.005,1000,"0.01",TRUE,0.00858199151978323,-0.00406002743816242,0.275654458708606
"bivt",0.005,1000,"0.05",TRUE,0.00477434507896612,-0.00377490980330011,0.278212841594838
"bivt",0.005,1000,"0.1",TRUE,0.00408946389857742,-0.00371009729708464,0.278212841594838
"bivt",0.005,1000,"0.01",TRUE,0.00867953776348289,-0.00394923103761849,0.278212841594838
"bivt",0.005,1000,"0.05",TRUE,0.00718258857207843,-0.00352480508375812,0.271895664488344
"bivt",0.005,1000,"0.1",TRUE,0.00643045159230028,-0.00339821299807222,0.271895664488344
"bivt",0.005,1000,"0.01",TRUE,0.0106153603929198,-0.0036907152202907,0.271895664488344
"bivt",0.005,1000,"0.05",TRUE,0.00974593310110307,-0.00361009266006839,0.293628736124546
"bivt",0.005,1000,"0.1",TRUE,0.00813557929728882,-0.00351438222218486,0.293628736124546
"bivt",0.005,1000,"0.01",TRUE,0.0139242255273522,-0.00376030843093656,0.293628736124546
"bivt",0.005,1000,"0.05",TRUE,0.00681091976640995,-0.00366270954625445,0.306930898427787
"bivt",0.005,1000,"0.1",TRUE,0.00586201082320372,-0.00360670788666131,0.306930898427787
"bivt",0.005,1000,"0.01",TRUE,0.00825698934266767,-0.00388422007331415,0.306930898427787
"bivt",0.005,1000,"0.05",TRUE,0.00587838184298481,-0.00310604932799642,0.267061512484165
"bivt",0.005,1000,"0.1",TRUE,0.00533568612061919,-0.00302358730607206,0.267061512484165
"bivt",0.005,1000,"0.01",TRUE,0.00758130954750943,-0.00332098628035201,0.267061512484165
"bivt",0.005,1000,"0.05",TRUE,0.0115522494895517,-0.00470334656182482,0.173123170872627
"bivt",0.005,1000,"0.1",TRUE,0.0107118555498664,-0.00462847944847083,0.173123170872627
"bivt",0.005,1000,"0.01",TRUE,0.0144251205338244,-0.00477106967627064,0.173123170872627
"bivt",0.005,1000,"0.05",TRUE,0.00600023888316641,-0.00341373695314672,0.274573429605877
"bivt",0.005,1000,"0.1",TRUE,0.00517445643899216,-0.00325287385844254,0.274573429605877
"bivt",0.005,1000,"0.01",TRUE,0.00788568224944806,-0.00365560665425829,0.274573429605877
"bivt",0.005,1000,"0.05",TRUE,0.00460993751351889,-0.00329668498985526,0.388484302463579
"bivt",0.005,1000,"0.1",TRUE,0.0038451770107731,-0.00328391731384101,0.388484302463579
"bivt",0.005,1000,"0.01",TRUE,0.00580100828326125,-0.00349953445337615,0.388484302463579
"bivt",0.005,1000,"0.05",TRUE,0.0109414324020144,-0.00401281407112615,0.26946692293313
"bivt",0.005,1000,"0.1",TRUE,0.0101225360741118,-0.00394626465599453,0.26946692293313
"bivt",0.005,1000,"0.01",TRUE,0.0150324693117037,-0.00416207410050269,0.26946692293313
"bivt",0.005,1000,"0.05",TRUE,0.00955394489537061,-0.00411238797481414,0.27153811529762
"bivt",0.005,1000,"0.1",TRUE,0.00628775633684428,-0.00404315456538111,0.27153811529762
"bivt",0.005,1000,"0.01",TRUE,0.0121058290980049,-0.00416740292273189,0.27153811529762
