"dist","p","n","sim_id","theta","expected_r_bootstrapworld","true_r_bootstrapworld","true_bias","boot_bias"
"bivt",0.005,1000,5,0.705255493663015,4.50612581473793,4.5525848198579,-0.763751367351449,-0.0464590051199725
"bivt",0.005,1000,5,0.737312561556788,4.54106802792784,4.63643350241767,-0.76894687791438,-0.095365474489828
"bivt",0.005,1000,5,0.769369629450562,4.55575090831544,4.74706711096405,-0.773519839188819,-0.191316202648616
"bivt",0.005,1000,5,0.801426697344335,4.52203327457516,4.65215483649904,-0.776332963329605,-0.130121561923882
"bivt",0.005,1000,5,0.833483765238108,4.47996585225393,4.54281301110233,-0.773992965437791,-0.062847158848399
"bivt",0.005,1000,5,0.865540833131882,4.44329530611933,4.45696409919811,-0.770100355860326,-0.0136687930787822
"bivt",0.005,1000,5,0.897597901025655,4.41912207401699,4.41178072270072,-0.763548165112121,0.00734135131627234
"bivt",0.005,1000,5,0.929654968919429,4.39328431078878,4.40574592455971,-0.754033441008183,-0.0124616137709239
"bivt",0.005,1000,5,0.961712036813202,4.3551843338449,4.36783589488313,-0.74475180639159,-0.0126515610382336
"bivt",0.005,1000,5,0.993769104706975,4.31084564124492,4.29741383405926,-0.732555195780997,0.0134318071856603
"bivt",0.005,1000,5,1.02582617260075,4.27453552540747,4.31386893613483,-0.720910942622392,-0.0393334107273633
"bivt",0.005,1000,5,1.05788324049452,4.2339136877054,4.24198079335248,-0.708012008494333,-0.00806710564708801
"bivt",0.005,1000,5,1.0899403083883,4.19501616227775,4.1688699519749,-0.697394461423024,0.0261462103028496
"bivt",0.005,1000,5,1.12199737628207,4.1521869006484,4.10238060321137,-0.683057295227394,0.0498062974370255
"bivt",0.005,1000,5,1.15405444417584,4.13644621841664,4.10830531674833,-0.670836189934778,0.0281409016683112
"bivt",0.005,1000,5,1.18611151206962,4.12731930200821,4.11774677271757,-0.6612714223311,0.00957252929063834
"bivt",0.005,1000,5,1.21816857996339,4.08709745246607,4.06706117804467,-0.6496088146785,0.0200362744214049
"bivt",0.005,1000,5,1.25022564785716,4.04385907932062,4.02169050465326,-0.640183293559325,0.0221685746673597
"bivt",0.005,1000,5,1.28228271575094,4.00371794846078,3.98136692917089,-0.630380773145966,0.0223510192898964
"bivt",0.005,1000,5,1.31433978364471,3.98620895470354,3.98438077736201,-0.622239738384413,0.00182817734152696
"bivt",0.005,1000,5,1.34639685153848,3.97031334300679,3.9653295867596,-0.614278898861215,0.00498375624719705
"bivt",0.005,1000,5,1.37845391943226,3.96294297121982,3.96649738846548,-0.60711192704808,-0.00355441724566452
