"dist","p","n","sim_id","theta","r_true","r_naive","r_lower","r_upper","xi_hat"
"bivt",0.005,1000,4,0.160285339468867,4.5579706791512,3.55237656096022,3.55237656096022,4.24456125871429,0.261585566454184
"bivt",0.005,1000,4,0.19234240736264,4.57230999009857,3.57272549884665,3.57272549884665,4.26887521077612,0.261585566454184
"bivt",0.005,1000,4,0.224399475256414,4.59001290276698,3.59702639035159,3.59702639035159,4.29791115920784,0.261585566454184
"bivt",0.005,1000,4,0.256456543150187,4.61093024367142,3.62541099183621,3.62541099183621,4.26424925905327,0.261585566454184
"bivt",0.005,1000,4,0.28851361104396,4.634943849209,3.63912545675039,3.63912545675039,4.06650571957951,0.261585566454184
"bivt",0.005,1000,4,0.320570678937734,4.66172596695062,3.66105678028061,3.66105678028061,4.03707294388307,0.261585566454184
"bivt",0.005,1000,4,0.352627746831507,4.69108879723264,3.70235896682462,3.70235896682462,4.0826171541554,0.261585566454184
"bivt",0.005,1000,4,0.384684814725281,4.7226959784185,3.67596695779482,3.67596695779482,4.177165540732,0.261585566454184
"bivt",0.005,1000,4,0.416741882619054,4.75615657810007,3.7085088739088,3.7085088739088,4.24495775331898,0.261585566454184
"bivt",0.005,1000,4,0.448798950512828,4.79099872305092,3.72541812316834,3.72541812316834,4.32183979111792,0.261585566454184
"bivt",0.005,1000,4,0.480856018406601,4.82666019534754,3.63355753231123,3.63355753231123,4.01165287180304,0.261585566454184
"bivt",0.005,1000,4,0.512913086300374,4.86248240415204,3.69728042399204,3.68682456694124,3.69728042399204,0.261585566454184
"bivt",0.005,1000,4,0.544970154194148,4.89771010838726,3.73527934784604,3.73527934784604,3.775794052859,0.261585566454184
"bivt",0.005,1000,4,0.577027222087921,4.93144632361991,3.79598465883554,3.79598465883554,3.86184444390815,0.261585566454184
"bivt",0.005,1000,4,0.609084289981694,4.96288894583104,3.74220537957666,3.74220537957666,4.02850348980948,0.261585566454184
"bivt",0.005,1000,4,0.641141357875468,4.99101519587439,3.82101113589703,3.82101113589703,3.99049219736572,0.261585566454184
"bivt",0.005,1000,4,0.673198425769241,5.01490633352194,3.83169981459538,3.83169981459538,4.13554938650906,0.261585566454184
"bivt",0.005,1000,4,0.705255493663015,5.03370096816743,3.86610999949093,3.86610999949093,4.28731078413099,0.261585566454184
"bivt",0.005,1000,4,0.737312561556788,5.0466736376194,3.7853084294653,3.7853084294653,4.48373170621503,0.261585566454184
"bivt",0.005,1000,4,0.769369629450562,5.05329836743373,3.82908684115513,3.82908684115513,4.23008188044564,0.261585566454184
"bivt",0.005,1000,4,0.801426697344335,5.05329836743371,3.91351171645769,3.91351171645769,3.9830148985995,0.261585566454184
"bivt",0.005,1000,4,0.833483765238108,5.04667363761939,3.9033836418988,3.9033836418988,4.14403431400093,0.261585566454184
"bivt",0.005,1000,4,0.865540833131882,5.03370096816744,4.04684597669378,4.04684597669378,4.29766926145998,0.261585566454184
"bivt",0.005,1000,4,0.897597901025655,5.01490633352196,4.0597559389345,4.0597559389345,4.27951730284335,0.261585566454184
"bivt",0.005,1000,4,0.929654968919429,4.99101519587438,3.96055784127726,3.96055784127726,4.17494944661781,0.261585566454184
"bivt",0.005,1000,4,0.961712036813202,4.96288894583103,3.86997363834908,3.86997363834908,4.0794617696179,0.261585566454184
"bivt",0.005,1000,4,0.993769104706975,4.93144632361991,3.84611578127468,3.84611578127468,3.95681118826012,0.261585566454184
"bivt",0.005,1000,4,1.02582617260075,4.89771010838725,3.87532196430014,3.87532196430014,3.94185090723876,0.261585566454184
"bivt",0.005,1000,4,1.05788324049452,4.86248240415205,3.80337701509692,3.80337701509692,3.86867085512941,0.261585566454184
"bivt",0.005,1000,4,1.0899403083883,4.82666019534754,3.89518800259317,3.70725239495084,3.89518800259317,0.261585566454184
"bivt",0.005,1000,4,1.12199737628207,4.79099872305093,3.94257445497347,3.58219329086333,3.94257445497347,0.261585566454184
"bivt",0.005,1000,4,1.15405444417584,4.75615657810008,3.90012569202094,3.52018654884098,3.90012569202094,0.261585566454184
"bivt",0.005,1000,4,1.18611151206962,4.72269597841849,3.84751288167822,3.4726991287191,3.84751288167822,0.261585566454184
"bivt",0.005,1000,4,1.21816857996339,4.69108879723264,3.81195447610682,3.77809987935917,3.81195447610682,0.261585566454184
"bivt",0.005,1000,4,1.25022564785716,4.66172596695063,3.76942968143396,3.76942968143396,4.1082549816263,0.261585566454184
"bivt",0.005,1000,4,1.28228271575094,4.63494384920899,3.73163540509446,3.73163540509446,4.06706346535701,0.261585566454184
"bivt",0.005,1000,4,1.31433978364471,4.61093024367138,3.78506775678503,3.78506775678503,3.97858372153093,0.261585566454184
"bivt",0.005,1000,4,1.34639685153848,4.59001290276698,3.75543314705097,3.75543314705097,3.9474340081155,0.261585566454184
"bivt",0.005,1000,4,1.37845391943226,4.57230999009858,3.78550747092003,3.78550747092003,3.88738437551106,0.261585566454184
