"dist","p","n","sim_id","theta","true_bias","somrv_bias_est","in_sample_bias_est","xi_hat"
"bivt",0.005,1000,1,0.609084289981695,-0.377703309905344,-0.774241077199007,-0.49120215528738,0.19563505399488
"bivt",0.005,1000,1,0.641141357875468,-0.386857563893781,-0.645914398462493,-0.409787796074759,0.19563505399488
"bivt",0.005,1000,1,0.673198425769241,-0.394580584869875,-0.387505034745656,-0.245845013726716,0.19563505399488
"bivt",0.005,1000,1,0.705255493663015,-0.402537392785201,-0.506928879977495,-0.321611143809618,0.19563505399488
"bivt",0.005,1000,1,0.737312561556788,-0.407268330056634,-0.654342217177611,-0.415134661333076,0.19563505399488
"bivt",0.005,1000,1,0.769369629450562,-0.41187015875651,-0.564738378947288,-0.358287253262213,0.19563505399488
"bivt",0.005,1000,1,0.801426697344335,-0.415113641846625,-0.457396148032844,-0.290186067815838,0.19563505399488
"bivt",0.005,1000,1,0.833483765238108,-0.413251691384513,-0.615938151519867,-0.390769950678447,0.19563505399488
"bivt",0.005,1000,1,0.865540833131882,-0.410238332430599,-0.429981177996517,-0.272793174612987,0.19563505399488
"bivt",0.005,1000,1,0.897597901025655,-0.404547793916553,-0.591145723805002,-0.375040878317155,0.19563505399488
"bivt",0.005,1000,1,0.929654968919429,-0.39662563676669,-0.702631235473301,-0.445770687452184,0.19563505399488
"bivt",0.005,1000,1,0.961712036813202,-0.388948229580373,-0.679459422167893,-0.431069782304254,0.19563505399488
"bivt",0.005,1000,1,0.993769104706975,-0.378328807905897,-0.75509408934069,-0.479054722168368,0.19563505399488
"bivt",0.005,1000,1,1.02582617260075,-0.368452457685829,-0.762965770021214,-0.484048756494209,0.19563505399488
"bivt",0.005,1000,1,1.05788324049452,-0.357549436195301,-0.810795343035164,-0.514393296512574,0.19563505399488
"bivt",0.005,1000,1,1.0899403083883,-0.348864654056245,-0.773446792265397,-0.490698236698208,0.19563505399488
"bivt",0.005,1000,1,1.12199737628207,-0.336287440600686,-0.736363796233849,-0.467171652909722,0.19563505399488
"bivt",0.005,1000,1,1.15405444417584,-0.325837266668406,-1.06051708409863,-0.672824386059331,0.19563505399488
"bivt",0.005,1000,1,1.18611151206962,-0.318041585076581,-1.08262991601705,-0.686853441114285,0.19563505399488
"bivt",0.005,1000,1,1.21816857996339,-0.30796146298663,-1.06917180970753,-0.678315207972179,0.19563505399488
"bivt",0.005,1000,1,1.25022564785716,-0.300166388649107,-1.05681867623719,-0.670478003303143,0.19563505399488
"bivt",0.005,1000,1,1.28228271575094,-0.291749347885975,-1.03464991485089,-0.6564134648878,0.19563505399488
"bivt",0.005,1000,1,1.31433978364471,-0.284907021069568,-0.978946152250992,-0.621073298817465,0.19563505399488
"bivt",0.005,1000,1,1.34639685153848,-0.278064046096589,-0.959242221658222,-0.608572524239842,0.19563505399488
"bivt",0.005,1000,1,1.37845391943226,-0.271991328714662,-0.945764605353863,-0.600021913361912,0.19563505399488
"bivt",0.005,1000,1,1.41051098732603,-0.266929058666658,-0.895966833740833,-0.568428688118269,0.19563505399488
"bivt",0.005,1000,1,1.4425680552198,-0.262463653450554,-0.789272376989909,-0.500738470359648,0.19563505399488
"bivt",0.005,1000,1,1.47462512311358,-0.257915455751441,-0.73320432082332,-0.465167185338919,0.19563505399488
"bivt",0.005,1000,1,1.50668219100735,-0.253443508667254,-0.731085903586649,-0.463823196827982,0.19563505399488
"bivt",0.005,1000,1,1.53873925890112,-0.250489387924802,-0.729958850220422,-0.46310815979505,0.19563505399488
"bivt",0.005,1000,1,1.5707963267949,-0.246487115786807,-0.728283047164865,-0.462044979221236,0.19563505399488
"bivt",0.005,1000,2,0,-0.240621589481945,-0.0117686775442614,-0.0068223320528098,0.32578442625004
"bivt",0.005,1000,2,0.0320570678937734,-0.243146400089052,-0.0117747272083435,-0.00682583905833534,0.32578442625004
"bivt",0.005,1000,2,0.0641141357875468,-0.247179456014904,-0.0117929073371713,-0.00683637812486682,0.32578442625004
"bivt",0.005,1000,2,0.0961712036813202,-0.252252029565301,-0.0420146514841876,-0.0243559994256088,0.32578442625004
"bivt",0.005,1000,2,0.128228271575094,-0.257007070137223,-0.0726982268766647,-0.0421433454640749,0.32578442625004
"bivt",0.005,1000,2,0.160285339468867,-0.262400013103388,-0.118252245313876,-0.068551124838574,0.32578442625004
"bivt",0.005,1000,2,0.19234240736264,-0.267317180208293,-0.119151288298848,-0.0690723023243334,0.32578442625004
"bivt",0.005,1000,2,0.224399475256414,-0.273107481925828,-0.120611553587665,-0.069918821795024,0.32578442625004
"bivt",0.005,1000,2,0.256456543150187,-0.279637589157356,-0.121563314990419,-0.0704705602805267,0.32578442625004
"bivt",0.005,1000,2,0.288513611043961,-0.287649748865635,-0.125313731009508,-0.072644685905277,0.32578442625004
"bivt",0.005,1000,2,0.320570678937734,-0.29380482715718,-0.157757926263288,-0.0914526677175931,0.32578442625004
