"dist","p","n","sim_id","theta","true_bias","somrv_bias_est","in_sample_bias_est"
"bivt",0.005,1000,5,0.705255493663015,-0.763751367351449,-1.20162714281247,-0.734155919823052
"bivt",0.005,1000,5,0.737312561556788,-0.76894687791438,-0.979026297920542,-0.598153892062163
"bivt",0.005,1000,5,0.769369629450562,-0.773519839188819,-0.795521983586992,-0.486038599488357
"bivt",0.005,1000,5,0.801426697344335,-0.776332963329605,-0.635807965447532,-0.3884584203145
"bivt",0.005,1000,5,0.833483765238108,-0.773992965437791,-0.636088138528919,-0.388629597145437
"bivt",0.005,1000,5,0.865540833131882,-0.770100355860326,-0.896542121330622,-0.547758686779528
"bivt",0.005,1000,5,0.897597901025655,-0.763548165112121,-0.788249495454644,-0.481595340823519
"bivt",0.005,1000,5,0.929654968919429,-0.754033441008183,-0.648082614514026,-0.395957840022035
"bivt",0.005,1000,5,0.961712036813202,-0.74475180639159,-0.575441381895197,-0.351576360068499
"bivt",0.005,1000,5,0.993769104706975,-0.732555195780997,-0.462452258315051,-0.282543603569814
"bivt",0.005,1000,5,1.02582617260075,-0.720910942622392,-0.3143123009367,-0.192034806958331
"bivt",0.005,1000,5,1.05788324049452,-0.708012008494333,-0.205299667635389,-0.125431559393252
"bivt",0.005,1000,5,1.0899403083883,-0.697394461423024,-0.457245318163091,-0.279362328945992
"bivt",0.005,1000,5,1.12199737628207,-0.683057295227394,-0.591725690119593,-0.361525553838524
"bivt",0.005,1000,5,1.15405444417584,-0.670836189934778,-0.644141592382331,-0.39355000099689
"bivt",0.005,1000,5,1.18611151206962,-0.6612714223311,-0.583841162238749,-0.356708358377057
"bivt",0.005,1000,5,1.21816857996339,-0.6496088146785,-1.03785845782285,-0.634098468319957
"bivt",0.005,1000,5,1.25022564785716,-0.640183293559325,-0.959057721336133,-0.585953727645461
"bivt",0.005,1000,5,1.28228271575094,-0.630380773145966,-0.927127089875685,-0.566445128617389
"bivt",0.005,1000,5,1.31433978364471,-0.622239738384413,-0.90946014853822,-0.555651190043641
"bivt",0.005,1000,5,1.34639685153848,-0.614278898861215,-0.85570175053402,-0.522806520737476
"bivt",0.005,1000,5,1.37845391943226,-0.60711192704808,-0.81663513795091,-0.498938064480575
"bivt",0.005,1000,5,1.41051098732603,-0.601317937306459,-0.77693162970587,-0.474680485255446
"bivt",0.005,1000,5,1.4425680552198,-0.596424843462687,-0.772547991754664,-0.472002222059171
"bivt",0.005,1000,5,1.47462512311358,-0.591601310895889,-0.769217553376567,-0.469967430264136
"bivt",0.005,1000,5,1.50668219100735,-0.587149290919809,-0.700442066145226,-0.427947797642136
"bivt",0.005,1000,5,1.53873925890112,-0.584532889969844,-0.76667671900917,-0.468415061375607
"bivt",0.005,1000,5,1.5707963267949,-0.581107838720077,-0.766282812931632,-0.468174397305718
"bivt",0.005,1000,6,0,-0.576681537737896,-0.390525965467182,-0.238598929049899
"bivt",0.005,1000,6,0.0320570678937734,-0.57866112232144,-0.390726714523063,-0.238721580330419
"bivt",0.005,1000,6,0.0641141357875468,-0.582388259019866,-0.391329994911739,-0.23909016543713
"bivt",0.005,1000,6,0.0961712036813202,-0.587331333898525,-0.392338919298896,-0.239706586109645
"bivt",0.005,1000,6,0.128228271575094,-0.592274891598946,-0.393758719108035,-0.240574038581136
"bivt",0.005,1000,6,0.160285339468867,-0.598156613196884,-0.401929026261813,-0.245565836078053
"bivt",0.005,1000,6,0.19234240736264,-0.603756175650843,-0.456221578772493,-0.27873685677814
"bivt",0.005,1000,6,0.224399475256414,-0.610402108161023,-0.516823915801511,-0.315762954891096
"bivt",0.005,1000,6,0.256456543150187,-0.618155131857492,-0.416589935765176,-0.254523184924794
"bivt",0.005,1000,6,0.288513611043961,-0.627358068032659,-0.206921289521026,-0.126422318726691
"bivt",0.005,1000,6,0.320570678937734,-0.635131855093542,0.0409032664308395,0.0249905932717325
"bivt",0.005,1000,6,0.352627746831507,-0.64354109839526,0.00383161771851434,0.00234099641254959
"bivt",0.005,1000,6,0.384684814725281,-0.653495832530178,-0.0250512404556437,-0.0153055101904367
"bivt",0.005,1000,6,0.416741882619054,-0.664861518336403,-0.107897279869187,-0.0659218021351995
"bivt",0.005,1000,6,0.448798950512828,-0.675306208300416,-0.208017043536304,-0.127091789536999
"bivt",0.005,1000,6,0.480856018406601,-0.687221313491534,-0.323790297438528,-0.197825561005042
"bivt",0.005,1000,6,0.512913086300374,-0.702583212673717,-0.371708520432332,-0.227102069353517
"bivt",0.005,1000,6,0.544970154194148,-0.716256049675327,-0.447777347293861,-0.273577700241543
"bivt",0.005,1000,6,0.577027222087921,-0.726997014802003,-0.514323376133943,-0.314235204781025
"bivt",0.005,1000,6,0.609084289981695,-0.736265120635194,-0.347515478415652,-0.212320891080943
"bivt",0.005,1000,6,0.641141357875468,-0.746582717309204,-0.464082576668706,-0.283539676168283
"bivt",0.005,1000,6,0.673198425769241,-0.755167448582029,-0.287888416157544,-0.175890654796509
"bivt",0.005,1000,6,0.705255493663015,-0.763751367351449,-0.365473675009119,-0.22329277734142
"bivt",0.005,1000,6,0.737312561556788,-0.76894687791438,-0.456309120109978,-0.27879034174769
"bivt",0.005,1000,6,0.769369629450562,-0.773519839188819,-0.525193112911092,-0.320876267817587
"bivt",0.005,1000,6,0.801426697344335,-0.776332963329605,-0.551577810133891,-0.336996477630358
"bivt",0.005,1000,6,0.833483765238108,-0.773992965437791,-0.564998463574656,-0.34519606951738
"bivt",0.005,1000,6,0.865540833131882,-0.770100355860326,-0.846542429445919,-0.5172104672207
"bivt",0.005,1000,6,0.897597901025655,-0.763548165112121,-0.873922086189502,-0.533938565617327
"bivt",0.005,1000,6,0.929654968919429,-0.754033441008183,-0.758804130574712,-0.463605160535685
