"dist","p","n","method","alpha","is_covered","c_plus_adj","c_minus_adj","c_plus_raw","c_minus_raw","beta_frac_pos","beta_frac_neg","b_marg","B_marg1","B_marg2","eta_hat","xi_gpd1","xi_gpd2","fallback_frac","clamp_frac","n_truth_pts","is_unbounded","width_abs_median","width_abs_max","width_rel_median","width_rel_max"
"karachiBetaKDE",0.005,1000,"hrv_interior","0.1",TRUE,0.256675508791625,-0.00497771718354213,0.023640026407412,-0.00451073612080804,2.44743324952962,1.57064705032153,0.641652905643667,0.0232929922807543,-0.0790363069473212,0.193466189092668,-0.379757539623681,-1.03639909793958,0.0091,0.00135010000000002,20,FALSE,13.6424888125434,31.6432664724336,0.170108366913552,0.581196421170466
"karachiBetaKDE",0.005,1000,"hrv_interior","0.01",TRUE,0.295500820242843,-0.00497797205342153,0.0278894036241555,-0.00451633229964477,2.44743324952962,1.57064705032153,0.641652905643667,0.0232929922807543,-0.0790363069473212,0.193466189092668,-0.379757539623681,-1.03639909793958,0.0091,0.00135010000000002,20,FALSE,13.6436203999722,31.6472061687564,0.170322292695558,0.581425677856724
"karachiBetaKDE",0.005,1000,"percoord_full","0.05",TRUE,0.309861882228689,-0.00496418790302955,0.0396338734271689,-0.00428703226948164,2.28671003753557,1.24920062633344,0.70444038258203,-0.0790363069473212,-0.0790363069473212,0.176222353863511,-0.232439323346013,-0.459961687614312,0.0018,0.0011097,50,FALSE,12.5029557587193,30.371240731434,0.155344445854319,0.469722299749789
"karachiBetaKDE",0.005,1000,"percoord_full","0.1",TRUE,0.247164381524152,-0.00496418790302955,0.0307460643000749,-0.00428703226948164,2.28671003753557,1.24920062633344,0.70444038258203,-0.0790363069473212,-0.0790363069473212,0.176222353863511,-0.232439323346013,-0.459961687614312,0.0018,0.0011097,50,FALSE,12.5029557587193,30.371240731434,0.155344445854319,0.469722299749789
"karachiBetaKDE",0.005,1000,"percoord_full","0.01",TRUE,0.412715406878791,-0.00497017728942809,0.0542140797331088,-0.00440627240309594,2.28671003753557,1.24920062633344,0.70444038258203,-0.0790363069473212,-0.0790363069473212,0.176222353863511,-0.232439323346013,-0.459961687614312,0.0018,0.0011097,50,FALSE,12.7290740275516,30.6991760415788,0.159401690209122,0.474794154713256
"karachiBetaKDE",0.005,1000,"percoord_interior","0.05",TRUE,0.309861882228689,-0.00496418790302955,0.0396338734271689,-0.00428703226948164,2.28671003753557,1.24920062633344,0.70444038258203,-0.0790363069473212,-0.0790363069473212,0.176222353863511,-0.232439323346013,-0.459961687614312,0.0018,0.0011097,20,FALSE,12.5029557587193,30.371240731434,0.155344445854319,0.469722299749789
"karachiBetaKDE",0.005,1000,"percoord_interior","0.1",TRUE,0.247164381524152,-0.00496418790302955,0.0307460643000749,-0.00428703226948164,2.28671003753557,1.24920062633344,0.70444038258203,-0.0790363069473212,-0.0790363069473212,0.176222353863511,-0.232439323346013,-0.459961687614312,0.0018,0.0011097,20,FALSE,12.5029557587193,30.371240731434,0.155344445854319,0.469722299749789
"karachiBetaKDE",0.005,1000,"percoord_interior","0.01",TRUE,0.412715406878791,-0.00497017728942809,0.0542140797331088,-0.00440627240309594,2.28671003753557,1.24920062633344,0.70444038258203,-0.0790363069473212,-0.0790363069473212,0.176222353863511,-0.232439323346013,-0.459961687614312,0.0018,0.0011097,20,FALSE,12.7290740275516,30.6991760415788,0.159401690209122,0.474794154713256
"karachiBetaKDE",0.005,1000,"hrv_interior","0.05",TRUE,0.214653031920448,-0.00497669295177038,0.0315664581717551,-0.00445508520332507,2.44743324952962,1.08847741433939,0.70444038258203,-0.0790363069473212,-0.0790363069473212,0.176222353863511,-0.232439323346013,-0.459961687614312,0.0018,0.0011097,20,FALSE,12.3583117025933,29.1996454680213,0.157783398092079,0.542497516131079
"karachiBetaKDE",0.005,1000,"hrv_interior","0.1",TRUE,0.20799687943801,-0.00497669295177038,0.0304583836817019,-0.00445508520332507,2.44743324952962,1.08847741433939,0.70444038258203,-0.0790363069473212,-0.0790363069473212,0.176222353863511,-0.232439323346013,-0.459961687614312,0.0018,0.0011097,20,FALSE,12.3583117025933,29.1996454680213,0.157783398092079,0.542497516131079
