"dist","p","n","alpha","is_covered","c_plus_raw","c_minus_raw","b_marg","B_marg1","B_marg2","beta_frac_pos","beta_frac_neg","xi_gpd1","xi_gpd2","fallback_frac","clamp_frac"
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.00624193945481199,-0.00376799565618456,0.124138142375117,-0.0790363069473212,-0.0790363069473212,0.197308281612975,0.445584566363209,0.232631324843729,0.239477511659913,2e-04,0.4528
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.0115718037175183,-0.00445015506010378,0.124138142375117,-0.0790363069473212,-0.0790363069473212,0.197308281612975,0.445584566363209,0.232631324843729,0.239477511659913,2e-04,0.4528
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.00708242244234023,-0.0041081634382314,0.197308281612975,0.12562229150883,0.0232929922807543,0.358031493607021,0.767030990351301,0.225241615839051,0.101448230854323,2e-04,0.7088
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.00597432302397732,-0.00364398117618711,0.197308281612975,0.12562229150883,0.0232929922807543,0.358031493607021,0.767030990351301,0.225241615839051,0.101448230854323,2e-04,0.7088
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.0109011260015043,-0.00447384314054892,0.197308281612975,0.12562229150883,0.0232929922807543,0.358031493607021,0.767030990351301,0.225241615839051,0.101448230854323,2e-04,0.7088
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.0112264440356632,-0.00381753315998655,0.445584566363209,0.12562229150883,-0.283694905403472,0.197308281612975,1.08847741433939,0.0973317573169472,0.125613839856742,0.0017,0.4132
"t50copula_t4t4margs",0.005,1000,"0.1",FALSE,0.00873742135063286,-0.00315789654524042,0.445584566363209,0.12562229150883,-0.283694905403472,0.197308281612975,1.08847741433939,0.0973317573169472,0.125613839856742,0.0017,0.4132
"t50copula_t4t4margs",0.005,1000,"0.01",TRUE,0.0149387632044982,-0.00449556068771164,0.445584566363209,0.12562229150883,-0.283694905403472,0.197308281612975,1.08847741433939,0.0973317573169472,0.125613839856742,0.0017,0.4132
"t50copula_t4t4margs",0.005,1000,"0.05",TRUE,0.00740237595124797,-0.00381760757664353,0.284861354369163,-0.181365606175397,-0.0790363069473212,0,0.927754202345347,0.203253654834717,0.435605096968411,3e-04,0.5168
"t50copula_t4t4margs",0.005,1000,"0.1",TRUE,0.00570971180972586,-0.00329427093067869,0.284861354369163,-0.181365606175397,-0.0790363069473212,0,0.927754202345347,0.203253654834717,0.435605096968411,3e-04,0.5168
